GeneID	Gene	GeneAliases	GeneType	GeneDescription	Pathways	Diseases
9021	SOCS3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3	protein-coding	suppressor of cytokine signaling 3	hsa04120[Ubiquitin mediated proteolysis]&hsa04380[Osteoclast differentiation]&hsa04630[Jak-STAT signaling pathway]&hsa04668[TNF signaling pathway]&hsa04910[Insulin signaling pathway]&hsa04917[Prolactin signaling pathway]&hsa04920[Adipocytokine signaling pathway]&hsa04930[Type II diabetes mellitus]&hsa04931[Insulin resistance]&hsa04932[Non-alcoholic fatty liver disease (NAFLD)]&hsa04935[Growth hormone synthesis, secretion and action]&hsa05160[Hepatitis C]&hsa05164[Influenza A]&hsa05168[Herpes simplex virus 1 infection]	hsa04930[Type II diabetes mellitus]&hsa04931[Insulin resistance]&hsa04932[Non-alcoholic fatty liver disease (NAFLD)]&hsa05160[Hepatitis C]&hsa05164[Influenza A]&hsa05168[Herpes simplex virus 1 infection]
90226	UCN2	SRP|UCN-II|UCNI|UR|URP	protein-coding	urocortin 2	hsa04080[Neuroactive ligand-receptor interaction]	.
9023	CH25H	C25H	protein-coding	cholesterol 25-hydroxylase	hsa00120[Primary bile acid biosynthesis]	.
90233	ZNF551	.	protein-coding	zinc finger protein 551	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90249	UNC5A	UNC5H1	protein-coding	unc-5 netrin receptor A	hsa04360[Axon guidance]	.
9027	NAT8	ATase2|CCNAT|CML1|GLA|Hcml1|TSC501|TSC510	protein-coding	N-acetyltransferase 8 (putative)	hsa00480[Glutathione metabolism]&hsa01100[Metabolic pathways]	.
90293	KLHL13	BKLHD2	protein-coding	kelch like family member 13	hsa04120[Ubiquitin mediated proteolysis]	.
90317	ZNF616	.	protein-coding	zinc finger protein 616	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90321	ZNF766	.	protein-coding	zinc finger protein 766	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
9033	PKD2L1	PCL|PKD2L|PKDL|TRPP3	protein-coding	polycystin 2 like 1, transient receptor potential cation channel	hsa04742[Taste transduction]	.
90333	ZNF468	.	protein-coding	zinc finger protein 468	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90338	ZNF160	F11|HKr18|HZF5|KR18	protein-coding	zinc finger protein 160	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90353	CTU1	ATPBD3|NCS6	protein-coding	cytosolic thiouridylase subunit 1	hsa04122[Sulfur relay system]	.
9037	SEMA5A	SEMAF|semF	protein-coding	semaphorin 5A	hsa04360[Axon guidance]	.
9038	TAAR5	PNR	protein-coding	trace amine associated receptor 5	hsa04080[Neuroactive ligand-receptor interaction]	.
9039	UBA3	NAE2|UBE1C|hUBA3	protein-coding	ubiquitin like modifier activating enzyme 3	hsa04120[Ubiquitin mediated proteolysis]	.
90390	MED30	MED30S|THRAP6|TRAP25	protein-coding	mediator complex subunit 30	hsa04919[Thyroid hormone signaling pathway]	.
904	CCNT1	CCNT|CYCT1|HIVE1	protein-coding	cyclin T1	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
9040	UBE2M	UBC-RS2|UBC12|hUbc12	protein-coding	ubiquitin conjugating enzyme E2 M	hsa04120[Ubiquitin mediated proteolysis]	.
90423	ATP6V1E2	ATP6E1|ATP6EL2|ATP6V1EL2|VMA4	protein-coding	ATPase H+ transporting V1 subunit E2	hsa00190[Oxidative phosphorylation]&hsa01100[Metabolic pathways]&hsa04145[Phagosome]&hsa04150[mTOR signaling pathway]&hsa04721[Synaptic vesicle cycle]&hsa04966[Collecting duct acid secretion]&hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05165[Human papillomavirus infection]&hsa05323[Rheumatoid arthritis]	hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05165[Human papillomavirus infection]&hsa05323[Rheumatoid arthritis]
90427	BMF	.	protein-coding	Bcl2 modifying factor	hsa05206[MicroRNAs in cancer]	hsa05206[MicroRNAs in cancer]
9045	RPL14	CAG-ISL-7|CTG-B33|L14|RL14|hRL14	protein-coding	ribosomal protein L14	hsa03010[Ribosome]	.
9047	SH2D2A	F2771|SCAP|TSAD|VRAP	protein-coding	SH2 domain containing 2A	hsa04370[VEGF signaling pathway]	.
9049	AIP	ARA9|FKBP16|FKBP37|PITA1|SMTPHN|XAP-2|XAP2	protein-coding	aryl hydrocarbon receptor interacting protein	hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
905	CCNT2	CYCT2	protein-coding	cyclin T2	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
9051	PSTPIP1	CD2BP1|CD2BP1L|CD2BP1S|H-PIP|PAPAS|PSTPIP	protein-coding	proline-serine-threonine phosphatase interacting protein 1	hsa04621[NOD-like receptor signaling pathway]	.
9054	NFS1	HUSSY-08|IscS|NIFS	protein-coding	NFS1 cysteine desulfurase	hsa00730[Thiamine metabolism]&hsa01100[Metabolic pathways]&hsa04122[Sulfur relay system]	.
90550	MCU	C10orf42|CCDC109A|HsMCU	protein-coding	mitochondrial calcium uniporter	hsa04020[Calcium signaling pathway]&hsa04218[Cellular senescence]&hsa04621[NOD-like receptor signaling pathway]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]
9056	SLC7A7	LAT3|LPI|MOP-2|Y+LAT1|y+LAT-1	protein-coding	solute carrier family 7 member 7	hsa04974[Protein digestion and absorption]	.
90576	ZNF799	HIT-40|ZNF842	protein-coding	zinc finger protein 799	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90592	ZNF700	.	protein-coding	zinc finger protein 700	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90594	ZNF439	.	protein-coding	zinc finger protein 439	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
9060	PAPSS2	ATPSK2|BCYM4|SK2	protein-coding	3'-phosphoadenosine 5'-phosphosulfate synthase 2	hsa00230[Purine metabolism]&hsa00450[Selenocompound metabolism]&hsa00920[Sulfur metabolism]&hsa01100[Metabolic pathways]	.
9061	PAPSS1	ATPSK1|PAPSS|SK1	protein-coding	3'-phosphoadenosine 5'-phosphosulfate synthase 1	hsa00230[Purine metabolism]&hsa00450[Selenocompound metabolism]&hsa00920[Sulfur metabolism]&hsa01100[Metabolic pathways]	.
9063	PIAS2	ARIP3|DIP|MIZ1|PIASX|SIZ2|ZMIZ4	protein-coding	protein inhibitor of activated STAT 2	hsa04120[Ubiquitin mediated proteolysis]&hsa04630[Jak-STAT signaling pathway]	.
90639	COX19	.	protein-coding	cytochrome c oxidase assembly factor COX19	hsa04714[Thermogenesis]	.
9064	MAP3K6	ASK2|MAPKKK6|MEKK6	protein-coding	mitogen-activated protein kinase kinase kinase 6	hsa04010[MAPK signaling pathway]	.
90649	ZNF486	KRBO2	protein-coding	zinc finger protein 486	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90665	TBL1Y	DFNY2|TBL1	protein-coding	transducin beta like 1 Y-linked	hsa04310[Wnt signaling pathway]	.
90673	PPP1R3E	.	protein-coding	protein phosphatase 1 regulatory subunit 3E	hsa04910[Insulin signaling pathway]&hsa04931[Insulin resistance]	hsa04931[Insulin resistance]
9070	ASH2L	ASH2|ASH2L1|ASH2L2|Bre2	protein-coding	ASH2 like, histone lysine methyltransferase complex subunit	hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
90701	SEC11C	SEC11L3|SPC21|SPCS4C	protein-coding	SEC11 homolog C, signal peptidase complex subunit	hsa03060[Protein export]	.
9071	CLDN10	CPETRL3|HELIX|OSP-L|OSPL	protein-coding	claudin 10	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
9073	CLDN8	HEL-S-79	protein-coding	claudin 8	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
9074	CLDN6	.	protein-coding	claudin 6	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
9075	CLDN2	.	protein-coding	claudin 2	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
9076	CLDN1	CLD1|ILVASC|SEMP1	protein-coding	claudin 1	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
9080	CLDN9	.	protein-coding	claudin 9	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
90809	PIP4P1	C14orf9|TMEM55B	protein-coding	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	hsa04070[Phosphatidylinositol signaling system]	.
90827	ZNF479	HKr19|KR19	protein-coding	zinc finger protein 479	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
9086	EIF1AY	eIF-4C	protein-coding	eukaryotic translation initiation factor 1A Y-linked	hsa03013[RNA transport]	.
90865	IL33	C9orf26|DVS27|IL1F11|NF-HEV|NFEHEV	protein-coding	interleukin 33	hsa04060[Cytokine-cytokine receptor interaction]&hsa04217[Necroptosis]&hsa04623[Cytosolic DNA-sensing pathway]&hsa05164[Influenza A]	hsa05164[Influenza A]
9087	TMSB4Y	TB4Y	protein-coding	thymosin beta 4 Y-linked	hsa04810[Regulation of actin cytoskeleton]	.
9088	PKMYT1	MYT1|PPP1R126	protein-coding	protein kinase, membrane associated tyrosine/threonine 1	hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04914[Progesterone-mediated oocyte maturation]	.
909	CD1A	CD1|FCB6|HTA1|R4|T6	protein-coding	CD1a molecule	hsa04530[Tight junction]&hsa04640[Hematopoietic cell lineage]&hsa05146[Amoebiasis]	hsa05146[Amoebiasis]
9091	PIGQ	EIEE77|GPI1|c407A10.1	protein-coding	phosphatidylinositol glycan anchor biosynthesis class Q	hsa00563[Glycosylphosphatidylinositol (GPI)-anchor biosynthesis]&hsa01100[Metabolic pathways]	.
9092	SART1	Ara1|HAF|HOMS1|SART1259|SNRNP110|Snu66	protein-coding	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	hsa03040[Spliceosome]	.
9093	DNAJA3	HCA57|TID1|hTID-1	protein-coding	DnaJ heat shock protein family (Hsp40) member A3	hsa05203[Viral carcinogenesis]	hsa05203[Viral carcinogenesis]
90952	ESAM	W117m	protein-coding	endothelial cell adhesion molecule	hsa04514[Cell adhesion molecules (CAMs)]&hsa04670[Leukocyte transendothelial migration]	.
90987	ZNF251	.	protein-coding	zinc finger protein 251	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
90993	CREB3L1	OASIS|OI16	protein-coding	cAMP responsive element binding protein 3 like 1	hsa04022[cGMP-PKG signaling pathway]&hsa04024[cAMP signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04152[AMPK signaling pathway]&hsa04211[Longevity regulating pathway]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04668[TNF signaling pathway]&hsa04714[Thermogenesis]&hsa04725[Cholinergic synapse]&hsa04728[Dopaminergic synapse]&hsa04911[Insulin secretion]&hsa04915[Estrogen signaling pathway]&hsa04916[Melanogenesis]&hsa04918[Thyroid hormone synthesis]&hsa04922[Glucagon signaling pathway]&hsa04925[Aldosterone synthesis and secretion]&hsa04926[Relaxin signaling pathway]&hsa04927[Cortisol synthesis and secretion]&hsa04928[Parathyroid hormone synthesis, secretion and action]&hsa04931[Insulin resistance]&hsa04934[Cushing syndrome]&hsa04935[Growth hormone synthesis, secretion and action]&hsa04962[Vasopressin-regulated water reabsorption]&hsa05016[Huntington disease]&hsa05030[Cocaine addiction]&hsa05031[Amphetamine addiction]&hsa05034[Alcoholism]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]	hsa04931[Insulin resistance]&hsa04934[Cushing syndrome]&hsa05016[Huntington disease]&hsa05030[Cocaine addiction]&hsa05031[Amphetamine addiction]&hsa05034[Alcoholism]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]
91	ACVR1B	ACTRIB|ACVRLK4|ALK4|SKR2	protein-coding	activin A receptor type 1B	hsa04060[Cytokine-cytokine receptor interaction]&hsa04350[TGF-beta signaling pathway]&hsa04550[Signaling pathways regulating pluripotency of stem cells]	.
910	CD1B	CD1|CD1A|R1	protein-coding	CD1b molecule	hsa04530[Tight junction]&hsa04640[Hematopoietic cell lineage]&hsa05146[Amoebiasis]	hsa05146[Amoebiasis]
9101	USP8	HumORF8|PITA4|SPG59|UBPY	protein-coding	ubiquitin specific peptidase 8	hsa04137[Mitophagy - animal]&hsa04144[Endocytosis]&hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
91012	CERS5	LASS5|Trh4	protein-coding	ceramide synthase 5	hsa00600[Sphingolipid metabolism]&hsa01100[Metabolic pathways]&hsa04071[Sphingolipid signaling pathway]	.
9103	FCGR2C	CD32|CD32C|CDW32|FCG2|FCRIIC|IGFR2	protein-coding	Fc fragment of IgG receptor IIc (gene/pseudogene)	hsa04145[Phagosome]&hsa04380[Osteoclast differentiation]&hsa05140[Leishmaniasis]&hsa05150[Staphylococcus aureus infection]&hsa05152[Tuberculosis]	hsa05140[Leishmaniasis]&hsa05150[Staphylococcus aureus infection]&hsa05152[Tuberculosis]
9104	RGN	GNL|HEL-S-41|RC|SMP30	protein-coding	regucalcin	hsa00030[Pentose phosphate pathway]&hsa00053[Ascorbate and aldarate metabolism]&hsa01100[Metabolic pathways]&hsa01200[Carbon metabolism]	.
9107	MTMR6	.	protein-coding	myotubularin related protein 6	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
9108	MTMR7	.	protein-coding	myotubularin related protein 7	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
911	CD1C	BDCA1|CD1|CD1A|R7	protein-coding	CD1c molecule	hsa04530[Tight junction]&hsa04640[Hematopoietic cell lineage]&hsa05146[Amoebiasis]	hsa05146[Amoebiasis]
9110	MTMR4	FYVE-DSP2|ZFYVE11	protein-coding	myotubularin related protein 4	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]&hsa04140[Autophagy - animal]	.
91120	ZNF682	BC39498_3	protein-coding	zinc finger protein 682	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
9113	LATS1	WARTS|wts	protein-coding	large tumor suppressor kinase 1	hsa04390[Hippo signaling pathway]&hsa04392[Hippo signaling pathway - multiple species]	.
9114	ATP6V0D1	ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD	protein-coding	ATPase H+ transporting V0 subunit d1	hsa00190[Oxidative phosphorylation]&hsa01100[Metabolic pathways]&hsa04142[Lysosome]&hsa04145[Phagosome]&hsa04721[Synaptic vesicle cycle]&hsa04966[Collecting duct acid secretion]&hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05152[Tuberculosis]&hsa05165[Human papillomavirus infection]&hsa05203[Viral carcinogenesis]&hsa05323[Rheumatoid arthritis]	hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05152[Tuberculosis]&hsa05165[Human papillomavirus infection]&hsa05203[Viral carcinogenesis]&hsa05323[Rheumatoid arthritis]
91181	NUP210L	.	protein-coding	nucleoporin 210 like	hsa03013[RNA transport]	.
912	CD1D	CD1A|R3|R3G1	protein-coding	CD1d molecule	hsa04530[Tight junction]&hsa04640[Hematopoietic cell lineage]&hsa05146[Amoebiasis]	hsa05146[Amoebiasis]
9123	SLC16A3	MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4	protein-coding	solute carrier family 16 member 3	hsa05230[Central carbon metabolism in cancer]	hsa05230[Central carbon metabolism in cancer]
9125	CNOT9	CAF40|CT129|RCD-1|RCD1|RQCD1	protein-coding	CCR4-NOT transcription complex subunit 9	hsa03018[RNA degradation]	.
9126	SMC3	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1	protein-coding	structural maintenance of chromosomes 3	hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]	.
9127	P2RX6	P2RXL1|P2X6|P2XM	protein-coding	purinergic receptor P2X 6	hsa04020[Calcium signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]	.
9128	PRPF4	HPRP4|HPRP4P|PRP4|Prp4p|RP70|SNRNP60	protein-coding	pre-mRNA processing factor 4	hsa03040[Spliceosome]	.
9129	PRPF3	HPRP3|HPRP3P|PRP3|Prp3p|RP18|SNRNP90	protein-coding	pre-mRNA processing factor 3	hsa03040[Spliceosome]	.
913	CD1E	CD1A|R2	protein-coding	CD1e molecule	hsa04530[Tight junction]&hsa04640[Hematopoietic cell lineage]&hsa05146[Amoebiasis]	hsa05146[Amoebiasis]
9131	AIFM1	AIF|AUNX1|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8|SEMDHL	protein-coding	apoptosis inducing factor mitochondria associated 1	hsa04210[Apoptosis]&hsa04217[Necroptosis]	.
91319	DERL3	C22orf14|IZP6|LLN2|derlin-3	protein-coding	derlin 3	hsa04141[Protein processing in endoplasmic reticulum]	.
9132	KCNQ4	DFNA2|DFNA2A|KV7.4	protein-coding	potassium voltage-gated channel subfamily Q member 4	hsa04725[Cholinergic synapse]	.
9133	CCNB2	HsT17299	protein-coding	cyclin B2	hsa04068[FoxO signaling pathway]&hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04115[p53 signaling pathway]&hsa04218[Cellular senescence]&hsa04914[Progesterone-mediated oocyte maturation]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05166[Human T-cell leukemia virus 1 infection]&hsa05170[Human immunodeficiency virus 1 infection]
9134	CCNE2	CYCE2	protein-coding	cyclin E2	hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04934[Cushing syndrome]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]	hsa04934[Cushing syndrome]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]
9135	RABEP1	RAB5EP|RABPT5	protein-coding	rabaptin, RAB GTPase binding effector protein 1	hsa04144[Endocytosis]	.
91373	UAP1L1	.	protein-coding	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	hsa00520[Amino sugar and nucleotide sugar metabolism]&hsa01100[Metabolic pathways]	.
9138	ARHGEF1	GEF1|IMD62|LBCL2|LSC|P115-RHOGEF|SUB1.5	protein-coding	Rho guanine nucleotide exchange factor 1	hsa04270[Vascular smooth muscle contraction]&hsa04611[Platelet activation]&hsa04810[Regulation of actin cytoskeleton]&hsa04928[Parathyroid hormone synthesis, secretion and action]&hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]&hsa05163[Human cytomegalovirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]	hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]&hsa05163[Human cytomegalovirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]
914	CD2	LFA-2|SRBC|T11	protein-coding	CD2 molecule	hsa04514[Cell adhesion molecules (CAMs)]&hsa04640[Hematopoietic cell lineage]	.
9140	ATG12	APG12|APG12L|FBR93|HAPG12	protein-coding	autophagy related 12	hsa04068[FoxO signaling pathway]&hsa04136[Autophagy - other]&hsa04140[Autophagy - animal]&hsa04621[NOD-like receptor signaling pathway]&hsa04622[RIG-I-like receptor signaling pathway]&hsa05131[Shigellosis]	hsa05131[Shigellosis]
91442	FAAP24	C19orf40	protein-coding	FA core complex associated protein 24	hsa03460[Fanconi anemia pathway]	.
91445	RNF185	.	protein-coding	ring finger protein 185	hsa04141[Protein processing in endoplasmic reticulum]	.
9146	HGS	HRS	protein-coding	hepatocyte growth factor-regulated tyrosine kinase substrate	hsa04144[Endocytosis]&hsa04145[Phagosome]	.
915	CD3D	CD3-DELTA|IMD19|T3D	protein-coding	CD3d molecule	hsa04640[Hematopoietic cell lineage]&hsa04658[Th1 and Th2 cell differentiation]&hsa04659[Th17 cell differentiation]&hsa04660[T cell receptor signaling pathway]&hsa05142[Chagas disease (American trypanosomiasis)]&hsa05162[Measles]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]&hsa05340[Primary immunodeficiency]	hsa05142[Chagas disease (American trypanosomiasis)]&hsa05162[Measles]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]&hsa05340[Primary immunodeficiency]
